schema_version,inventory_fingerprint,source_file_sha256,source_file_name,source_row_number,passage_id,case_id,family,source_text,focus_surface,start_utf16,end_utf16,span_validated,primary_focus_preselected,primary_selection_rule,source_reference,authored_by,authorship_confirmed_claim,source_group_claim,authorship_resolution_id,source_authorship,identifier_generation,declared_construction,declared_subtype,protected_set_tags_json,classification,intended_alternative,supported_construction,primary_focus_approved,primary_label_id,primary_labeler,primary_label_timestamp_utc,primary_notes
1,b9cd3c9f041fa6fa4dbc78c325bcd5185f8ea17495b39c4e0c54113dc8b41aec,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,3,v3-there-their-theyre-supplement-0002,v3-there-their-theyre-supplement-0002-to-too-two-01,TO_TOO_TWO,"Leo said they’re finishing the science posters, but the others can start without them. Nobody needed to remind them again.",to,101,103,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=3&supplement_id=there-quota-002,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,dd510fd17ac3daf97327e9220b15468efa5176da46ba6f7929263ca1a357edb9,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,5,v3-there-their-theyre-supplement-0004,v3-there-their-theyre-supplement-0004-to-too-two-01,TO_TOO_TWO,"Noah thinks their packing the art supplies, so we should give them a few more minutes. Nobody needed to remind them again.",to,101,103,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=5&supplement_id=there-quota-004,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,b4e7f6dcf85f5666401cea60ea43335d0cc529534226925fa293793b1b7d017d,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,15,v3-there-their-theyre-supplement-0014,v3-there-their-theyre-supplement-0014-to-too-two-01,TO_TOO_TWO,"Ruby thinks their writing their book reviews, so we should give them a few more minutes. Nobody needed to remind them again.",to,103,105,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=15&supplement_id=there-quota-014,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,0a0e7db2705078311ad1d82ed6e7bbae9ab80f23e2d71c74309248af2f25ff24,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,18,v3-there-their-theyre-supplement-0017,v3-there-their-theyre-supplement-0017-to-too-two-01,TO_TOO_TWO,"Lily thinks there waiting by the gate, so we should give them a few more minutes. Nobody needed to remind them again.",to,96,98,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=18&supplement_id=there-quota-017,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,9dee7d7b520d9f47f894130222a19d5402e0a8e9b561d6c565108e0a2ec159ed,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,19,v3-there-their-theyre-supplement-0018,v3-there-their-theyre-supplement-0018-to-too-two-01,TO_TOO_TWO,"Noah thinks their sorting the reading books, so we should give them a few more minutes. A few minutes later, everyone was ready to move on.",to,128,130,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=19&supplement_id=there-quota-018,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,7f51419e497ee6cb3b18f7143c9c733630d82607f27510231d62f8c91ce99d46,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,20,v3-there-their-theyre-supplement-0019,v3-there-their-theyre-supplement-0019-to-too-two-01,TO_TOO_TWO,"The children said they’re ready for the next activity, although Theo wanted to check once more. Nobody needed to remind them again.",to,76,78,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=20&supplement_id=there-quota-019,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,1eecfff577f2cd5aa781e3ec2866b355a5f3c01d7133cebe0f9b98e163ef1e60,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,20,v3-there-their-theyre-supplement-0019,v3-there-their-theyre-supplement-0019-to-too-two-02,TO_TOO_TWO,"The children said they’re ready for the next activity, although Theo wanted to check once more. Nobody needed to remind them again.",to,110,112,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=20&supplement_id=there-quota-019,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,602dd0428d9beb3aa904990a4401df80d0ae18a5d5b4ba84bcd72c37651f2d52,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,21,v3-there-their-theyre-supplement-0020,v3-there-their-theyre-supplement-0020-to-too-two-01,TO_TOO_TWO,"The children said they’re excited for the next activity, although Leo wanted to check once more. Nobody needed to remind them again.",to,77,79,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=21&supplement_id=there-quota-020,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d3a7e73c873e3777aeef5962dc8d5d84332357fd5ea2bce2edee0b04bf3c58e4,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,21,v3-there-their-theyre-supplement-0020,v3-there-their-theyre-supplement-0020-to-too-two-02,TO_TOO_TWO,"The children said they’re excited for the next activity, although Leo wanted to check once more. Nobody needed to remind them again.",to,111,113,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=21&supplement_id=there-quota-020,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,2591e18ba0bf50f51d3ceae2d6e891b05435e39ad01eea2ecfd7597b2fc8276d,b0be515ca523874b342d2789c7a066b2c650f2a7b66df8d09f7b2fb0b38d8614,THERE_THEIR_THEYRE Primary Label Review Amended.xlsx,22,v3-there-their-theyre-supplement-0021,v3-there-their-theyre-supplement-0021-to-too-two-01,TO_TOO_TWO,"The children said they’re careful for the next activity, although Freya wanted to check once more. The group had plenty of time before the next lesson.",to,79,81,true,false,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,human-review/primary-label/raw/THERE_THEIR_THEYRE Primary Label Review Amended.xlsx#sheet=Subtype%20Quota%20Supplement&row=22&supplement_id=there-quota-021,Katie Sanderson,TRUE,NOT_SUPPLIED_IN_WORKBOOK,s8-v3-supplement-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
